Building Name,Room Name,Capacity,Features,Technology,Tables/Chairs,Lighting,Video/Audio Equipment,Time Slot,Availability,Catering Allowed,Date
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-04-07
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-04-08
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-04-09
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-04-10
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-10
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-11
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-12
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-13
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-14
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-15
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-16
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-17
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-18
Smith Hall,Room 105,174,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-19
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-20
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-21
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-22
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-23
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-24
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-25
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-26
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-27
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-28
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-29
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-30
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-31
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-04-01
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-04-02
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-04-03
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-04-04
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-04-05
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-04-06
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-04-07
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-04-08
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-04-09
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-04-10
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-10
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-11
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-12
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-13
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-14
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-15
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-16
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-17
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-18
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-19
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-20
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-21
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-22
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-23
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,No,2025-03-24
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,No,2025-03-25
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,No,2025-03-26
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,No,2025-03-27
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,No,2025-03-28
Kane Hall,Room 130,14,"Theater-style seating, suitable for presentations","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,No,2025-03-29
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-30
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-31
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-04-01
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-04-02
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-04-03
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-04-04
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-04-05
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-04-06
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-04-07
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-04-08
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-04-09
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-04-10
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-10
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-11
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-12
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-13
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-14
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-15
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-16
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-17
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-18
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-19
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-20
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-21
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-22
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-23
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-24
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-25
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-26
Husky Union Building (HUB),HUB 250,14,Lecture hall with stadium seating,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-27
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-28
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-29
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-30
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-31
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-04-01
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-04-02
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-04-03
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-04-04
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-04-05
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-04-06
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-04-07
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-04-08
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-04-09
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-04-10
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-10
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-11
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-12
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-13
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-14
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-15
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-16
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-17
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-18
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-19
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-20
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-21
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-22
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-23
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-24
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-25
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-03-26
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-03-27
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-03-28
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-03-29
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-03-30
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-03-31
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Available,Yes,2025-04-01
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Available,Yes,2025-04-02
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Available,Yes,2025-04-03
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Available,Yes,2025-04-04
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Available,Yes,2025-04-05
Meany Hall for the Performing Arts,Katharyn Alvord Gerlich Theater,449,"Large Meeting Room, flexible seating arrangements","Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Available,Yes,2025-04-06
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Booked,Yes,2025-04-07
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Booked,Yes,2025-04-08
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Booked,Yes,2025-04-09
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Booked,Yes,2025-04-10
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",1:00 PM - 2:00 PM,Booked,Yes,2025-03-10
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",2:00 PM - 3:00 PM,Booked,Yes,2025-03-11
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",9:00 AM - 10:00 AM,Booked,Yes,2025-03-12
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",10:00 AM - 11:00 AM,Booked,Yes,2025-03-13
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",11:00 AM - 12:00 PM,Booked,Yes,2025-03-14
William H. Gates Hall,Classroom 138,352,Interactive space for workshops and seminars,"Projector, microphone","Tables, Chairs",Yes,"Audio System, Video Conference",12:00 PM - 1:00 PM,Booked,Yes,2025-03-15
